,video_id,comments
233,7BKtMceoGT8,"['Rose so gorgeous', 'Rose 🤍🤍🤍', 'BP X 2DTH.', 'اسودوردي- أفضل أغاني يوم.', 'The best girl group', 'Blackpink we love and support you forever 😚🥀🌹', 'Rosé on cover of Elle Korea 2023 wearing YSL', 'Rosé Rosé Rosé', 'Rosé so phenomenal', '88.64 M']"
234,Shhlj3QVGpI,"['Im crying its already 7th year love u girls', 'I WANT THEM TO MAKE MORE JAPANESE SONGS AND I ALSO WANT THEM TO SING WHISTLE JP VER LIVE', '7 years ❤', '7years 😢', '7years', '4+1=5', 'Now is 7 year blackpink', ""Blackpink,I'm your fan,daisy,i like you😊😊😊"", '94.4 M', '🥰😎🥰']"
235,wiOGSpOV9T8,"['🤍🤍', ""Why there's no mv for KTL JP VER"", 'Lovely Lovely Lovely Lovely ❤❤❤❤', 'Jk', '94.69 M', '❤️🤟❤️', 'My bias🌹🌹', 'Keep on streaming Rosé’s On the Ground and Gone and Hard to Love !', 'Here for Rosé', 'Keep streaming Rosé’s On the Ground and Gone and Hard to Love!!']"
236,oIupRdK7pwM,"['I love you blackpink 💖💖', 'I LOVE BLACKPINK', 'Pagal mental', '94.86 M', '🎼❤️🎼', 'Love you blackpink🖤💖', 'Rosé so talented and beautiful', 'Here for Rosé', 'Keep streaming Rosé’s On the Ground and Gone and Hard to Love', 'Black pink']"
237,e93WOX_gIvM,"['❤❤❤❤❤❤❤❤❤❤❤❤❤❤so cute....', '💖💖', '❤❤', '0:58 قلبي شذا الجمال😩💗', '0:09 قلبي صغيره صغيره صغيره ياااانااااسسس😭💗', 'ليلي😭🤏', ""Mahal kita LISA,you're the best."", 'Lisa cute❤', 'I miss you so bad❤', 'pretty lili <3']"
238,XEb5u0lJARU,"['3:26 daki sahne neden silindi??', 'Gone çok daha fazla izlenme hak ediyordu. Daha fazla abartılmalıydı...', 'Rosé the best', 'We love you rosie 🖤❤️🖤❤️🖤❤️😘', 'I Love Rosé', '0:15 جمالها 😫', 'Lindaa! Ela é tão talentosa', 'O melhor making film do Black pink!!', ""Falling in love with Rosé's voice.."", 'Great show']"
239,K9_VFxzCuQ0,"['894k', '00.00 dan beri 42K artmış', '893K', '891. Faster than a otg', '889k.11k more . Come on and do not coming down', 'Lets gooooo 300 Mn', 'I love you', '886k', ""'GONE' ES ADICTIVA  Let Go Blinks Vamos Por 300 Millones  Para 'GONE' Vamos Por Nuestra Golden Voice ROSÉ!!!!"", '869k']"
240,kZZYkrDWUls,"['I.  Love you  ROSÉ', 'I.  Love you  ROSÉ', 'Rose♥️♥️♥️💜', 'Rosé', '2023 y lo sigo escuchando esta canción hermosa', 'everything i need is on the ground', 'best singer', 'so beautiful', '98k', ""Rosé blackpink on the ground '""]"
241,VFBj5sWfbH4,"['154', '153', 'Rosé is perfect', 'aaaaa🥹🥹', 'Rose so cute ❤❤❤', ""Let's make 10 million wake up"", 'Rosé in the best', 'My queen', 'Rosé in the best ❤', 'Rosé ❤']"
242,z6CSW2yu8Mg,"['332k', '331k . Come on ( twice time)', 'I love you so bad', 'Ilysb', '326k', '323K', 'Burda da son 2 aydır yorumlar 145k, beğeni ise 3,3m da takılıp kalmış. Neden hiç artmıyorlar ki??', '323k...~burası da bayağı zamandır 110m da fakat hâlâ 500k yı bile geçmemiş. Niye bu kadar yavaş ilerliyor bunlar ya genel olarak??', 'Qué guapa estás🤪🎉lalisa', 'You slayeddd>>>>>']"
243,AkISOALL8Cw,"['I love you Rosé❤❤❤', 'I love your Rosé', 'Best vocalll', 'ROSÉ, SOU BOBINHA POR TI MUIE VEM P BRASIL PLSSS', 'AMO HIHI', 'RAINHA', 'ON THE GROUNDDD', 'Every day, every nigth   ..... 💗💗💗', 'Rose i love 🤩😘🥰🥰😘😘😘😘😘you love rose 😨😨😨😨😨', 'Its perfect ❤']"
244,_iOBHJLe3eE,"['Rosé', 'anh yêu em', 'miss this', 'Rosé so talented but yet the underrated member', 'kawaii', 'Miss u my cute Rosé', 'I love you rosé, your solo is too incredible, I LOVE YOU BLACKPINK', 'Vidio2 Lama jgn dikaitkan dgn gambaran politik yg negara ini buat', 'I love you rose ❤❤❤❤❤❤', 'Rosé <3']"
245,Q88P1gpOJxA,"['2:23 look at shut down', 'Rosé💛', 'omg!\n한국인들도 듣기좋은 노래네요!\n역시 로제야….!❤❤', 'ẞêst søñgêvêr', 'So cute❤❤', ""My  Rosie's  solo  is  forever  young  and  iconic  this  is  one  of  best  in  the  world❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤💕💞💓💕💞💓💖💘💝"", 'Beautiful', 'Hi', '46k', '44k']"
246,fjp4thii1WY,"['0:15 already in love', ""Please her voice is just .... love u rosè soooooooo much my angel\n\n\n\n\n\n\n\n\nPlease don't hate her how she get hate 😢"", 'I❤ you Roseanne Park. From blackpink and all members😊😊', '372', 'Angel baby', '370', 'I love Rose park is attractive 🥰🥰🥰', '359R', '❤❤❤❤', 'I LOVE ROSE❤❤❤❤❤']"
247,wexdV6Gj84s,"['Her iki solosuna o kadar emek verdi ya. Ama en başından beri kimse st kasmadı. Şimdi de umursamıyorlar, hatta fanséler bile.', 'Rosé...', '🇦🇱', 'I love you rosé', 'Roxo é a cor dela, fica maravilhoso nela!', 'hi', 'Love❤', 'i love you❤', '\u200clove you rose 🌹 ❤', 'LOVE! LOVE! LOVE!']"
248,CKZvWhCqx1s,"['ในที่สุดด', 'Love you ❤', '030.109', '029.812', '029.436', '028.749', '028.248', '4/20 lumina', 'Ily', '027.901']"
249,UmiVBYrBrkU,"[""696k...Arkdaslar lütfen otg ve gone'a str3@m  kasalım. Fanséler bari siz st kasın."", '696', '693', '🤍🌹', 'ily', '690', '689', '🌹💗', '685', 'Eres perfecta rosé']"
250,_W8y2A9sK6s,"['648', 'Msywhl😮💔', '646', '2023 ai còn xem😢', '❤❤❤❤❤', '643k', '643', '642', '642R', '638K']"
251,E1yePjSH87U,"['stay+stray kids=family, blink+blackpink=family, dive+IVE=family, once+twice= family😮', ""Rosé'nin sesini seviyorum...🫠"", '95.58 M', '🥰😍🥰', 'Where is your 5th sistar😢', 'Hace 2 años 57 M, ahora 85.8 M', 'I didnt get what jisoo said 😢', 'ာ္\nုထုသ😅ျ၄ီီီီီီီှ၂', 'Black pink', 'Lisa rose Jennie jisoo l love you \nTurkish my']"
252,LGkUW5cUPz8,"['To light', 'ROSE', '685', '685.252K', 'Sunday', '683.546K', 'She just extremely perfect', 'In the middle of the wood', '682.533K', 'rosé']"
253,pkf1t2trKyg,"['Muy bien blackpink', 'Rose: The shoWwr 😁', ""Please don't disband😢😢😢😢 please please 🥺🥺 I love you  black pink please don't disband"", 'You have a blackpink emoji send me', '❤❤❤❤❤❤❤❤', 'India you come to India', 'Duolingo', '93.4 M', ""Jisoo don't leave the group blackpink"", 'ROSEEEEE❤❤❤❤❤❤']"
254,ahXqvtkgG9A,"['جميل', 'jennie😂❤', 'Lisa is so canon', 'İ miss you', 'Blackpink I follow you In zepeto', ""Omg! I have zepeto and in zepeto blackpink  is my friend and my account ' s name is cherry🍒"", 'The was  amazing  show  of  the  ❤🖤BLΛƆKPIИK💗', 'I CANT WITH JISOO STEP ON LOVESICK GIRL 🤣🤣🤭🤭', 'Black pink X zepeto', 'Wow']"
255,DOzjtEV7Bjk,"['Buy Access for the Livestream Concert @https://yt.be/music/BLACKPINKTheShow', '🦥🦥🦥🦥🦥🦥🦥🦥🦥🦥🦥🦥🦥🦥🦥🦥🦥🦥🦥🦥🦥🦥🦥🦥🦥🦥🦥🦥🦥🦥🦥🦥🦥🦥🦥🦥🦥🦥🦥🦥🦥🦥🦥🦥🦥🦥🦥🦥🦥🦥🦥🦥🦥🦥🦥🦥🦥🦥🦥🦥👙👙👙👙👙👙👙👙👙👙👙👙👙👙👙👙👙👙👙👙👙👙👙👙👙👙👙👙👙👙👙👙👙👙👙👙👙👙👙👙👙👙👙👙👙👙👙👙👙👙👙👙👙👙👙👙👙👙👙👙🐖🐖🐖🐖🐖🐖🐖🐖🐖🐖🐖🐖🐖🐖🐖🐷🐷🐷🐷🐷🐷🐷🐷🐷🐷🐷🐷🐷🐷🐷🐽🐽🐽🐽🐽🐽🐽🐽🐽🐽🐽🐽🐽🐽🐽🐇🐇🐇🐇🐇🐇🐇🐇🐇🐇🐇🐇🐇🐇🐇🐰🐰🐰🐰🐰🐰🐰🐰🐰🐰🐰🐰🐰🐰🐰🐇🐰🐇🐰🦨🐇🐰🐇🐰🐇🐰🐇🐰🐇🐰🐩🐕🐶🐩🐕🐶🐩🐕🐶🐩🐕🐶🐩🐕🐶🐪🐫🐪🐫🐪🐫🐪🐫🐪🐫🐪🐫🐪🐫🐪🐾🐾🐾🐾🐾🐾🐾🐾🐾🐾🐾🐾🐾🐾🐾🐾🐾🐾🐾🐾🐾🐾🐾🐾🐾🐾🐾🐾🐾🐾🐾🐾🐾🐾🐾🐾🐾🐾🐾🐾🐾🐾🐾🐾🐾🐾🐾🐾🐾🐾🐾🐾🐾🐾🐾🐾🐾🐾🐾🐾🤰🏻🤰🏼🤰🏽🤰🏾🤰🏻🤰🏼🤰🏽🤰🏾🤰🏻🤰🏼🤰🏽🤰🏾🤰🏻🤰🏼🤰🏽🤰🏾🤰🏻🤰🏼🤰🏽🤰🏾🤰🏻🤰🏼🤰🏽🤰🏾🤰🏻🤰🏼🤰🏽🤰🏾🤰🏻🤰🏼🤰🏽🤰🏾🤰🏻🤰🏼🤰🏽🤰🏾🤰🏻🤰🏼🤰🏽🤰🏾🤰🏻🤰🏼🤰🏽🤰🏾🤰🏻🤰🏼🤰🏽🤰🏾🤰🏻🤰🏼🤰🏽🤰🏾🤰🏻🤰🏼🤰🏽🤰🏾🤰🏻🤰🏼🤰🏽🤰🏾🍻🍺🥃🍷🍸🍾💦🍼🍻🍺🥃🍷🍸🍾💦🍼🍻🍺🥃🍷🍸🍾💦🍼🍻🍺🥃🍷🍸🍾💦🍼🍻🍺🥃🍷🍸🍾💦🍼🍻🍺🥃🍷🍸🍾💦🍼🍻🍺🥃🍷🍸🍾💦🍼🍻🍺🥃🍷🍸🍾💦🍼🍻🍺🥃🍷🍸🍾💦🍼🍻🍺🥃🍷🍸🍾💦🍼🍺🍻🍺🍺🍻🍺🍺🍻🍺🍻', 'Kita kite❤️\u200d🩹😥🥺jisoooooo', 'Who like lisa❤️❤️❤️', 'Jennie is so Lovely 🥰😍🖤', '96.03 M', '🎼🤟🎼', 'Rosé so adorable', 'Rosé looks so charming in yellow here', 'Oh my gosh!\nLisa is so pretty 😍❤']"
256,J0bgkMW8nRQ,"['Where we can see the full video', '95.82 M', '😍🥰💕', ""after 2022 never loves we would see a Season's Greetings again never again"", '❤❤❤❤❤❤❤❤❤❤❤❤❤ BLACK Pink BLACK Pink \nBLACK Pink BLACK Pink \nBLACK Pink BLACK Pink \nBLACK Pink BLACK Pink \nBLACK Pink BLACK Pink', 'Lord, how much I love them 😔🫶🏻', ""Leaving all the schedules behind??????? Isn't being a group their main job 🙃"", 'Blink forever', ""BLACKPINK's PAJAMA PERTY!🍧🎉"", 'queens of all seasons']"
257,k6P1w_KBCGk,"['Sonho 😮❤', '96.82 M', '🤟😇🤟', 'I still remember that early morning when I waked up and watching the show online!! I love BLACKPINK sm!! <3 Angelic queens <3 My heaven is here ! (Blinks keep st on spoti and here the songs)', 'the instruments are heavenly', 'Love you them💛', 'The song is incredibly beautiful 😣💘', 'Forever Young inatrumental♡♡♡', 'forever young de fondo ✨', 'I love black pink']"
258,7SjQeoEtrn4,"['Buy Access for the Livestream Concert @https://yt.be/music/BLACKPINKTheShow', 'Blackpink is my world ❤\n👇\n👇', 'I love jisoo😫💗', 'i love it❤❤❤❤❤❤', 'The world biggest girl group ❤❤❤🎉', 'Et dire qu’il y’a deux ans je ne connaissais même pas Blackpink 😢', '🗣️ ILOYU BLAKPENK TEZO 👸 TENE 👸 ROZE 👸 LESA 👸🖤💖💞❤️🤗🥺🥺😭😊 ILOVU LESA❤❤❤❤❤❤❤❤', 'POV : its 2023 and you are getting this recommendation now.', 'Lisa queen of kpop', 'YouTube is recommending me this after 2 years out of nowhere']"
259,CyqctquwO3Y,"['Buy Access for the Livestream Concert @https://yt.be/music/BLACKPINKTheShow', '😃😇😃', '95.9 M', '블랙핑크 🖤💗', 'Stream Rosé’s On the Ground and Gone and Hard to Love!', '96K', '<3', '🥹🥹', 'Lilly cute 😔🤏🏽💕💕', 'Jisoo is beautiful and adorable 😳⭐']"
260,DXKtt8c0Kac,"['❤❤❤❤❤❤😊😊😊😊😊😮😮😮😮😮😮😮😮😮😮😮😮😮😮', 'wow jisoo l love you jisoo♥️', 'I loveeee youuu guyyyss', '2023 Nothing has changed but I know Blink did what they could thanks anyway ❤', 'The intro muqq', 'Love you blackpink', '🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢Blackpink 🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢🤢', 'We Alonso hate Blackpink', 'binkzk', 'We want Blackzg to be disbanded']"
261,jj4Io6PC68s,"['BLACKPINK is the teacher learning us about the history ❤😂', 'When Lisa said about how much habitats there were in 1997 compared to now and you could see the disappointment in her face, I felt the emotions as well as she said it 😢😢😢', 'I will do whatever you want ❤', 'Blackpink blink forever', 'очень приятно,то что джису не заставляют говорить на английском,понимая что ей не приятно и стыдно❤', 'theres no way yall actually think they care about the climate lmao', 'Hi blakpink', '😍❤️😍', '97.31 M', 'Black pink']"
262,Tj97V46-Irs,"['[공지] THE SHOW 공연 일자가 2021년 1월 31일로 변경되었습니다. \r\n자세한 정보는 아래에서 확인하세요.\r\n[NOTICE] THE SHOW has been postponed to Jan 3, 2021.\nFind more information below. \n\n@ https://yt.be/music/BLACKPINKTheShow', 'Lisa look so cute with bangs make up❤❤❤❤❤❤❤❤❤❤❤❤❤', 'BLACKPINK I am so sorry how people treated you I am huge fan of you. I’m so sorry to hear that from you people and I’m really sorry that people are treating you really bad.🥺🥺🥺', '回到家没呢9025', 'We love you', 'Omg blackpink’s beauty ❤️\u200d🔥😭❤️\u200d🔥✨👑🫶♾️', 'We are eagerly waiting for you Black  pink  ❤we love you so much', 'Blackpink in your area', '💕❤️💕', 'I like those message,i like you Blackpink,when i will be 20 years, iwill be k-pop idols name perfect BLINK']"
263,BJjh-rEFNME,"['[NOTICE] THE SHOW has been postponed.\nBuy Access for the Livestream Concert \n@ https://yt.be/music/BLACKPINKTheShow', 'احلا عوده لي بلاك بنككك وربي 😭😭', '.', '2023', 'OMG I WANNA SEE U PERFORM BLACKPINK 🖤💖 I 💖🖤 U', '😃😃😃😃💚❤', 'This ton look like a pretty savage 🖤💕🤔🤔🤔', '❤❤❤', 'Blackpink in your area', 'Anyone in 2023?🔥']"
264,VgVzTgjKZ7k,"['[NOTICE] THE SHOW has been postponed.\r\nBuy Access for the Livestream Concert \r\n@ https://yt.be/music/BLACKPINKTheShow', 'V', 'CONGRATS ON YOUR 90M SUBSCRIBER BLACKPINK!!!❤❤❤❤', 'Nostalgia🎉', 'Yt recommended this video to me after 2 years and I thought this is new', 'What is this 😭😭', 'Congratulations 💞', 'Album - ""the album""\nMovie- ""the movie""\nShow - ""the show""\nInvitation - ""the invitation""\nGirls - ""the girls""\nSolo - ""solo""\n\nLater , - disband - ""the disband""', 'YouTube recommending me after 2 years 😂😂', '0:05 that cut was garbage']"
265,Z3kAZse4xgM,"['[NOTICE] THE SHOW has been postponed.\r\nBuy Access for the Livestream Concert \r\n@ https://yt.be/music/BLACKPINKTheShow', ""𝗡𝗲𝗽𝗮𝗹𝗶 𝗯𝗹𝗶𝗻𝗸𝘀 𝗹𝗲𝘁'𝘀 𝗰𝗿𝘆"", 'BLACKPİNK TÜRKİYEYE GELİYORRRRRRRRR WAAAAAA', 'ISTANBUL???????? 😮', 'Whole world are crazy for BLACKPINK 😮❤', 'Turkish blink (Türkiye)', 'Im turkish blink', 'BLACKPINK IN YOUR AREA💗', 'ANLAMADIM ISTANBUL NE ALAKAYDI KONSER MI VERDİLER', 'RIO DE JANEIRO????? JA FAZ DOIS ANOS BLACKPINK VEM LOGOOOOOOO']"
266,7zy4Z8tHj4k,"['Buy Access for the Livestream Concert @https://yt.be/music/BLACKPINKTheShow', '🇮🇶🇮🇶🇮🇶🇮🇶🇮🇶🇮🇶🇮🇶🇮🇶🇮🇶🇮🇶', 'Pakistan blinks we love so much 💓🖤👑👑😘😘💥💥🔥🔥', '🌸🌸🌸🌸', 'indian blinks we are waiting for blackpink 🥰🥰☺☺☺', '😍😍😍', '❤❤❤❤❤💓🖤', 'Forever blink', 'Siu', 'Azerbaijani blink I love you Black Pink']"
267,MBStYsiE618,"['O visual de todas estão impecáveis 🫶🥺', 'Yeah Girls ❤', 'ⓛⓞⓥⓔ❤', 'Lisa is so cute 🥰🥰। her voice is like baby 🍼', 'My favorite song❤❤❤❤❤❤❤❤❤❤❤and girl group❤❤❤❤❤❤', 'Lisaa ❤❤❤❤❤ is the best', 'BP slaying the stage like always', 'I love Blackpink', 'This song is so cute 🥰🥰🥰❤❤', 'Jisoo stability on stage. 💗\nJennie rap 💗\nLisa dance 💗\nRose singing 💗']"
268,O_ibCeLnhPQ,"['17화 판다월드 본편공개 원합니다. 중국인들의 비난은 걍 억지라 무시하세요. 정작 지들은 농구선수가 판다 만지는 사진이 유출되었을때는 가만히 있었습니다. 단지 블랙핑크가 대한민국 걸그룹이고 중국 입장에서는 대한민국이 적대국이라  억지부리는 겁니다. 그러니까 내로남불이죠.\n이제 3년이나 지났으니 공개해주십시오.', '❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤aww so cute the cats', 'So cute is cat', 'พี่ลิซ่าคะพี่เป็นทานแมวหรอคะ', '제니누나 초록색티 잘어울리시네', 'Lis@aa catt❤❤❤❤', ""I can see how much they tried hard and got tired I'm so proud of you my girls thanks for your hard working you deserve all the love in the world  and we love you so muchhh"", '850', 'Is no one mentioning how Kuma stared, at Jennie, then when Jennie ignored her/him, he/she kept staring at her, \n\n\n5:59', 'its ok Rosie I knew that someday u can have back your silver hair']"
269,3l5jwqPT2yk,"['If They dont win Idk who would win bc They Are our only queens', 'Love you blackpink we will support you always', 'Chaesoo’s vocals are so stunning omg', 'Gorgeous Jisoo!', 'I miss blackpink performance😢', 'Jennie and Rose ❤❤❤', ""jisoo 's visual is so stunning"", '💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💯💥💫💫💫💫', 'Never fails to impress us🔥', ""I love this song, it's uplifting and so peppy ❤❤❤""]"
270,UcvYlihruvo,"['Jisooooooooooooooooooooooooooooooo ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤', 'Jisoo very nice vocal❤ 2:50', 'Jisoo perfeita \n..', 'They looking me for love: sings:\nMe looking for love: crys.', '😍😇😍', ""I'm so in love with Jennie"", 'perfect', 'Jennie slayied with this outfit', 'Lisa >.<', '❤']"
271,K0bsoA3SEJs,"['Can you speak English I love your songs but I don’t know what you’re saying the game speak English', 'Lisa: ‘Did you love our songs, BLINKS’? \nMe: yes I do. I love it so much. I cry for black pink because I love four of you so much. Cambodian Blink is here 🥲🥹😇😖😭❤️💕', 'I love you Jennie 💕', 'Blackpink 항상 마음속에', 'We lovueu you blackpink', 'love blakpink jisoo jisoo jisoo lovee', 'Lisa: 😐\nJennie: Lisa is reading her script\nLisa: EHEHEHE😊😊😊❤️❤️❤️', '💖💖💖💖💗💗💗💗💕💕💕💕💞💞💞', 'who is here in 2023', 'I love you blackpink ❤❤❤❤❤ I love you Jisoo❤❤❤❤❤❤❤']"
272,_QVsY6wdYgM,"['🖤💖', 'My 4queens ❤👸🖤💖', '👑 R 👑', '🖼Nice girls👧は～い🙋楽しみにしてます😃', '??', ""Where's real blink"", 'Rosé dünya da gördüğüm en güzel kadın olabilir...🫠', 'Hermosas 😢😭😙😘😚😍💟💓💕💖💗👏😻🙆', 'The online shop', 'I got a backpack of blackpink in shein']"
273,Fwg9-MXdBYA,"['Rose❤❤❤', 'JISOOOO 🔥🔥🔥', 'Black pink rose so cute ❤❤', ""🔥🔥🔥🔥🔥Yg Entertainment made this product and has other puppets and titles. The theme is theirs and they can put anyone on it. 2ne1 was better than blackpink and still made those mediocre ones what they are now. Lisa the most famous non-Korean in kpop. It is the greatest humiliation of South Korea because it is the most famous without being Korean and without having the Korean language as a mother tongue. Hahahahahahahahahahaha they humiliated themselves. No K-pop Korean achieved this. I don't (iu) even think he sings. Jennie has a younger body. I had that body when I was 3, 7 until I was 15 years old. And I realized that most of his followers are hidden and discreet perverts. And one or another precocious puberty that sexualizes what is childish and colorful. Those sounds, rhythms and melodies of money, flower and solo, among other Blackpink songs, already existed, the teddy mixes and matches already existing rhythms, that teddy recycles the melodies."", 'rose while dancing she is like a angel idk🤔 why people hate🥺 rose and make toxic videos i love rose so much 😍', '\U0001fa77', '❤❤❤❤❤❤❤❤❤❤jisoo jisoo jisoo jisoo jisoo', '4:01 🥹💖', 'قلبي يستحقون كل الجوائز 😩💕💕', 'Blackpink blackpink blackpink ❤❤❤❤❤❤']"
274,gU2HqP4NxUs,"['😊', '😊wow', 'Rose, Jisoo, Jennie, Lisa...❤❤❤❤❤❤❤❤❤ BLACK PINK THE QUEENS', 'Jisoo', 'Lisa and Rosé murdered this Choreo.... ❤', ""Praise the editor! Can't have been easy choosing each shot when every one of these girls are so talented!"", '❤❤❤❤', '2023 who listen this song', 'I still love this Song🎵❤💕🎶', 'Deberian de darle mas líneas a Jisoo 💖😨😓']"
275,IXpUVTAZ9B4,"['Lisa shirt and jk euphoria same shirt', 'Pdmmd', 'Xldl😊', 'Me too I wish to be friends with them que nada', 'Who thinks Jisoo should come more often in there video it is like no body cares about Jisoo', '❤❤❤❤❤❤👑👑✨✨💗💗💗💗💋💕💘💘💌💌💌💌', 'Vvv', 'Bncn😊😊', '3 years ago ;(', ""1:46 taehyung's voice?? And jimin's laugh????""]"
276,YxksUfnuEbI,"['Lindas como sempre, vses arrasam', 'I loved this dance and song very much, creativity😚☺', ""let's put on tank tops and don't tell Lisa😂"", 'I LOVE JENNIE ❤\nI LOVE ROSÉ ❤\nI LOVE JISSO AND❤\nI LOVE LISA❤', ""Rose'💜"", 'Rdftw', ""Let's go to 300M"", 'i love you blackpink. i hope you see this , can you make a song called , love and pink or lovepink please . please look at this message from a blink love you', 'صوت روزي🫦', '😭😭😭😭👍👍🫶🫶🎁🎁']"
277,1L-qLpSjCrg,"['Bop after bop', 'nicee', '👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑👑', '🖤💚💚💜💝🖤💝🖤💞💛🖤💛💞💛💞🖤💝🖤💛💚💝💜💚💜🖤💜💜💙🖤💛💙🖤💙🖤💛💜💙💛💙💚💜💙💜💛💙💜💛💛💙💜💛💙💜💛💗💜💜💕💗💕💗❤💕💕💖💘💘💕💗💕💗❤💛💙💜🖤💜💚💜💝🖤💛💝💜💚🖤💜💜💝💚🖤💜💜💛💙💜🖤💚💜💛💙💜💕💗💕💗❤❤💕💗💖💘💕💜💕💖💜💛💙💚🖤💛💝💜💚💛💞💞💝💜💞💝💛💜💚💝💜💙🖤💙💜💛💙💛💜💜💕💗💘💗💗💘❤', 'This whole time I thought HYLT was the title track 😳', '💿Nice girls👧とても素敵です😃', '너무좋다', 'besok anniversary ke 7', '🤍', 'اسودوردي- الألبوم:\n0:01\nكيف يعجبك ذلك؟(الفردي الأول)\n0:15\nإيس كريم (مع: سيلينا غوميز)(الفردي الثاني)\n0:32\nالجميلة متوحشة \n0:42\nأراهن انك تريد(عمل. كاردي ب)\n0:58\nفتيات لوفسيك(الرئيسية)\n1:17\nمجنون على مدى لكم \n1:37\nأحب ان تكرهني \n1:52\nأنت لا تعرف ابدا']"
278,Hryms86U1cE,"['Please com for Albania🇦🇱', 'anh yêu Jennie, Jisoo, Rosé, Lisa', '20M🎉', 'Yeet Me And Deserve Spam @Thegermanguy552COMEBACK', '이때가 그립다ㅠ', 'Lisa why damaging car i hate lisa', 'Dedd', 'Dzlldldm', 'he bought the wrong type of pink 💀', '3:40 they clearly haven’t been in water']"
279,dyRsYk0LyA8,"['Watch us on RELEASED for never before seen footage before our new music video drops. Set a reminder  → yt.be/releasedblackpink', 'Best GG', 'I❤️\u200d🔥you BLAKPINK🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤🖤\U0001fa77\U0001fa77\U0001fa77\U0001fa77\U0001fa77\U0001fa77\U0001fa77\U0001fa77\U0001fa77\U0001fa77\U0001fa77\U0001fa77\U0001fa77\U0001fa77\U0001fa77\U0001fa77\U0001fa77\U0001fa77\U0001fa77\U0001fa77\U0001fa77\U0001fa77\U0001fa77\U0001fa77\U0001fa77\U0001fa77\U0001fa77\U0001fa77\U0001fa77\U0001fa77\U0001fa77\U0001fa77\U0001fa77\U0001fa77\U0001fa77\U0001fa77\U0001fa77\U0001fa77\U0001fa77\U0001fa77\U0001fa77\U0001fa77\U0001fa77\U0001fa77\U0001fa77\U0001fa77\U0001fa77\U0001fa77\U0001fa77\U0001fa77\U0001fa77\U0001fa77', '이 모진 세상이 날 주저 않져도 지금껏 살아온 내 팔과 다리 심장 영혼이 아프고 또 아파도 사랑하고 싶어. 11/05/23 1:46am', 'Brian Sobrevilla es el mejor.🇲🇽💗', ""'LOVESICK GIRLS', ES SENSACIONAL Let Go Blinks  Vamos Por  800 Millones Para 'LOVESICK GIRLS' Vamos Por The Only Biggest Best GG : BLACKPINK!!!"", 'blackpink in your area ❤', 'Blackpink cute❤', 'Lovesick\nGirls 💔', '🎉 노래가 너무 좋아요 🎉 ❤사랑해요 ❤']"
280,YdQg_L4o57g,"['Jisoo guen💋💣', 'i love you', 'Hi blinks can we make this teaser reach 35m vi3ws please', 'One of my fav song 🤍✨', '3 years later, and this teaser was recommended to me ❤', 'THE BEST MV TEASER EVER', 'love', 'Blackpink in your area', 'hylt MV 1.2B\nhylt dp 1.5B\nbut hylt spotify 859M focus on spotify for 1B', '❤❤❤❤']"
281,sXkhYC8Z9lw,"['Jennie ❤', 'Queen ot4👑', 'BLACKPİNK İN YOUR AREA', '❤❤❤❤', 'i miss this era so much take me back', 'Tôi quá mê mẫn rồi phải làm saoo🤧', 'I MISS THIS ERA🥹🥹🥹', 'Blackbink>>>>>>>>', 'Jisoo>>>>>>>>', 'Rose>>>>>>>>>']"
282,vt5riIUJGlQ,"['835', '834k', '834k', 'Stream solo for 1billion', '831k', '830k', 'STREAM SOLO FOR 1B PLS', '12/50', 'I LOVE U JENIEEEE AAAAAAAAAAAAAAAAAA', '825k']"
283,1Zxjr6fd43w,"['431,694', 'QUEEN JİSOO 👑', '428k', '425k', 'JISOO', 'A maioral', 'Jisoo beautiful 💖💖', '422k', '❤❤❤❤❤❤❤', 'Nice girl👧妖艶ですね😃']"
284,Q9G14FEpM3U,"['19 bin 188', '❤❤❤❤❤❤❤❤❤', '❤❤❤', '❤❤❤', 'QUEEN ROSÉ 👑', 'kawaii', 'Rosé my love', 'so beautiful☆', '13k', 'My love rosé😍']"
